TOTAL_INPUT_TOKEN: 470830
TOTAL_COMPLETION_TOKENS: 1757
TOTAL_TOKEN: 472587
TOTAL_TOOL_CALL: 0
TOTAL_API_CALLS: 10
TOTAL_USER_INPUT: 470830

developer:
You are a summarizer. Your goal is to summarize results of executed shell commandfollowing 2 simple rules:
1 - If the result of the command is not long, leave it as it is.
2 - If the result of the command is really long you'll have to summarizeit keeping everything that is important

user:
command:{'command': 'dirb http://192.168.1.35/backup/ /usr/share/wordlists/dirb/common.txt'}
result:

-----------------
DIRB v2.22    
By The Dark Raver
-----------------

START_TIME: Mon Apr 14 18:02:46 2025
URL_BASE: http://192.168.1.35/backup/
WORDLIST_FILES: /usr/share/wordlists/dirb/common.txt

-----------------

*** Generating Wordlist...
                                                                               
GENERATED WORDS: 4612

---- Scanning URL: http://192.168.1.35/backup/ ----
*** Calculating NOT_FOUND code...
                                                                               
 
--> Testing: http://192.168.1.35/backup/.bash_history
 
--> Testing: http://192.168.1.35/backup/.bashrc
 
--> Testing: http://192.168.1.35/backup/.cache
 
--> Testing: http://192.168.1.35/backup/.config
 
+ http://192.168.1.35/backup/.config (CODE:403|SIZE:277)
 
--> Testing: http://192.168.1.35/backup/.cvs
 
--> Testing: http://192.168.1.35/backup/.cvsignore
 
--> Testing: http://192.168.1.35/backup/.forward
 
--> Testing: http://192.168.1.35/backup/.git/HEAD
 
--> Testing: http://192.168.1.35/backup/.history
 
--> Testing: http://192.168.1.35/backup/.hta
 
--> Testing: http://192.168.1.35/backup/auctions
 
--> Testing: http://192.168.1.35/backup/audio
 
--> Testing: http://192.168.1.35/backup/audit
 
--> Testing: http://192.168.1.35/backup/audits
 
--> Testing: http://192.168.1.35/backup/auth
 
--> Testing: http://192.168.1.35/backup/authentication
 
--> Testing: http://192.168.1.35/backup/author
 
--> Testing: http://192.168.1.35/backup/authoring
 
--> Testing: http://192.168.1.35/backup/authorization
 
--> Testing: http://192.168.1.35/backup/authorized_keys
 
--> Testing: http://192.168.1.35/backup/authors
 
--> Testing: http://192.168.1.35/backup/authuser
 
--> Testing: http://192.168.1.35/backup/authusers
 
--> Testing: http://192.168.1.35/backup/auto
 
--> Testing: http://192.168.1.35/backup/autobackup
 
--> Testing: http://192.168.1.35/backup/autocheck
 
--> Testing: http://192.168.1.35/backup/autodeploy
 
--> Testing: http://192.168.1.35/backup/autodiscover
 
--> Testing: http://192.168.1.35/backup/autologin
 
--> Testing: http://192.168.1.35/backup/automatic
 
--> Testing: http://192.168.1.35/backup/automation
 
--> Testing: http://192.168.1.35/backup/automotive
 
--> Testing: http://192.168.1.35/backup/aux
 
--> Testing: http://192.168.1.35/backup/av
 
--> Testing: http://192.168.1.35/backup/avatar
 
--> Testing: http://192.168.1.35/backup/avatars
 
--> Testing: http://192.168.1.35/backup/aw
 
--> Testing: http://192.168.1.35/backup/award
 
--> Testing: http://192.168.1.35/backup/awardingbodies
 
--> Testing: http://192.168.1.35/backup/awards
 
--> Testing: http://192.168.1.35/backup/awl
 
--> Testing: http://192.168.1.35/backup/awmdata
 
--> Testing: http://192.168.1.35/backup/awstats
 
--> Testing: http://192.168.1.35/backup/awstats.conf
 
+ http://192.168.1.35/backup/awstats.conf (CODE:403|SIZE:277)

 
--> Testing: http://192.168.1.35/backup/axis
 
--> Testing: http://192.168.1.35/backup/axis2
 
--> Testing: http://192.168.1.35/backup/axis2-admin
 
--> Testing: http://192.168.1.35/backup/axis-admin
 
--> Testing: http://192.168.1.35/backup/axs
 
--> Testing: http://192.168.1.35/backup/az
 
--> Testing: http://192.168.1.35/backup/b
 
--> Testing: http://192.168.1.35/backup/B
 
--> Testing: http://192.168.1.35/backup/b1
 
--> Testing: http://192.168.1.35/backup/b2b
 
--> Testing: http://192.168.1.35/backup/b2c
 
--> Testing: http://192.168.1.35/backup/back
 
--> Testing: http://192.168.1.35/backup/backdoor
 
--> Testing: http://192.168.1.35/backup/backend
 
--> Testing: http://192.168.1.35/backup/background
 
--> Testing: http://192.168.1.35/backup/backgrounds
 
--> Testing: http://192.168.1.35/backup/backoffice
 
--> Testing: http://192.168.1.35/backup/BackOffice
 
--> Testing: http://192.168.1.35/backup/backup
 
--> Testing: http://192.168.1.35/backup/back-up
 
--> Testing: http://192.168.1.35/backup/backup_migrate
 
--> Testing: http://192.168.1.35/backup/backup2
 
--> Testing: http://192.168.1.35/backup/backup-db
 
--> Testing: http://192.168.1.35/backup/backups
 
--> Testing: http://192.168.1.35/backup/bad_link
 
--> Testing: http://192.168.1.35/backup/bak
 
--> Testing: http://192.168.1.35/backup/bakup
 
--> Testing: http://192.168.1.35/backup/bak-up
 
--> Testing: http://192.168.1.35/backup/balance
 
--> Testing: http://192.168.1.35/backup/balances
 
--> Testing: http://192.168.1.35/backup/ban
 
--> Testing: http://192.168.1.35/backup/bandwidth
 
--> Testing: http://192.168.1.35/backup/bank
 
--> Testing: http://192.168.1.35/backup/banking
 
--> Testing: http://192.168.1.35/backup/banks
 
--> Testing: http://192.168.1.35/backup/banned
 
--> Testing: http://192.168.1.35/backup/banner
 
--> Testing: http://192.168.1.35/backup/banner_element
 
--> Testing: http://192.168.1.35/backup/banner2
 
--> Testing: http://192.168.1.35/backup/banneradmin
 
--> Testing: http://192.168.1.35/backup/bannerads
 
--> Testing: http://192.168.1.35/backup/banners
 
--> Testing: http://192.168.1.35/backup/bar
 
--> Testing: http://192.168.1.35/backup/base
 
--> Testing: http://192.168.1.35/backup/Base
 
--> Testing: http://192.168.1.35/backup/baseball
 
--> Testing: http://192.168.1.35/backup/bash
 
--> Testing: http://192.168.1.35/backup/basic
 
--> Testing: http://192.168.1.35/backup/basket
 
--> Testing: http://192.168.1.35/backup/basketball
 
--> Testing: http://192.168.1.35/backup/baskets
 
--> Testing: http://192.168.1.35/backup/bass
 
--> Testing: http://192.168.1.35/backup/bat
 
--> Testing: http://192.168.1.35/backup/batch
 
--> Testing: http://192.168.1.35/backup/baz
 
--> Testing: http://192.168.1.35/backup/bb
 
--> Testing: http://192.168.1.35/backup/bbadmin
 
--> Testing: http://192.168.1.35/backup/bbclone
 
--> Testing: http://192.168.1.35/backup/bb-hist
 
--> Testing: http://192.168.1.35/backup/bb-histlog
 
--> Testing: http://192.168.1.35/backup/bboard
 
--> Testing: http://192.168.1.35/backup/bbs
 
--> Testing: http://192.168.1.35/backup/bc
 
--> Testing: http://192.168.1.35/backup/bd
 
--> Testing: http://192.168.1.35/backup/bdata
 
--> Testing: http://192.168.1.35/backup/be
 
--> Testing: http://192.168.1.35/backup/bea
 
--> Testing: http://192.168.1.35/backup/bean
 
--> Testing: http://192.168.1.35/backup/beans
 
--> Testing: http://192.168.1.35/backup/beehive
 
--> Testing: http://192.168.1.35/backup/beheer
 
--> Testing: http://192.168.1.35/backup/benefits
 
--> Testing: http://192.168.1.35/backup/benutzer
 
--> Testing: http://192.168.1.35/backup/best
 
--> Testing: http://192.168.1.35/backup/beta
 
--> Testing: http://192.168.1.35/backup/bfc
 
--> Testing: http://192.168.1.35/backup/bg
 
--> Testing: http://192.168.1.35/backup/big
 
--> Testing: http://192.168.1.35/backup/bigadmin
 
--> Testing: http://192.168.1.35/backup/bigip
 
--> Testing: http://192.168.1.35/backup/bilder
 
--> Testing: http://192.168.1.35/backup/bill
 
--> Testing: http://192.168.1.35/backup/billing
 
--> Testing: http://192.168.1.35/backup/bin
 
--> Testing: http://192.168.1.35/backup/binaries
 
--> Testing: http://192.168.1.35/backup/binary
 
--> Testing: http://192.168.1.35/backup/bins
 
--> Testing: http://192.168.1.35/backup/bio
 
--> Testing: http://192.168.1.35/backup/bios
 
--> Testing: http://192.168.1.35/backup/bitrix
 
--> Testing: http://192.168.1.35/backup/biz
 
--> Testing: http://192.168.1.35/backup/bk
 
--> Testing: http://192.168.1.35/backup/bkup
 
--> Testing: http://192.168.1.35/backup/bl
 
--> Testing: http://192.168.1.35/backup/black
 
--> Testing: http://192.168.1.35/backup/blah
 
--> Testing: http://192.168.1.35/backup/blank
 
--> Testing: http://192.168.1.35/backup/blb
 
--> Testing: http://192.168.1.35/backup/block
 
--> Testing: http://192.168.1.35/backup/blocked
 
--> Testing: http://192.168.1.35/backup/blocks
 
--> Testing: http://192.168.1.35/backup/blog
 
--> Testing: http://192.168.1.35/backup/Blog
 
--> Testing: http://192.168.1.35/backup/blog_ajax
 
--> Testing: http://192.168.1.35/backup/blog_inlinemod
 
--> Testing: http://192.168.1.35/backup/blog_report
 
--> Testing: http://192.168.1.35/backup/blog_search
 
--> Testing: http://192.168.1.35/backup/blog_usercp
 
--> Testing: http://192.168.1.35/backup/blogger
 
--> Testing: http://192.168.1.35/backup/bloggers
 
--> Testing: http://192.168.1.35/backup/blogindex
 
--> Testing: http://192.168.1.35/backup/blogs
 
--> Testing: http://192.168.1.35/backup/blogspot
 
--> Testing: http://192.168.1.35/backup/blow
 
--> Testing: http://192.168.1.35/backup/blue
 
--> Testing: http://192.168.1.35/backup/bm
 
--> Testing: http://192.168.1.35/backup/bmz_cache
 
--> Testing: http://192.168.1.35/backup/bnnr
 
--> Testing: http://192.168.1.35/backup/bo
 
--> Testing: http://192.168.1.35/backup/board
 
--> Testing: http://192.168.1.35/backup/boards
 
--> Testing: http://192.168.1.35/backup/bob
 
--> Testing: http://192.168.1.35/backup/body
 
--> Testing: http://192.168.1.35/backup/bofh
 
--> Testing: http://192.168.1.35/backup/boiler
 
--> Testing: http://192.168.1.35/backup/boilerplate
 
--> Testing: http://192.168.1.35/backup/bonus
 
--> Testing: http://192.168.1.35/backup/bonuses
 
--> Testing: http://192.168.1.35/backup/book
 
--> Testing: http://192.168.1.35/backup/booker
 
--> Testing: http://192.168.1.35/backup/booking
 
--> Testing: http://192.168.1.35/backup/bookmark
 
--> Testing: http://192.168.1.35/backup/bookmarks
 
--> Testing: http://192.168.1.35/backup/books
 
--> Testing: http://192.168.1.35/backup/Books
 
--> Testing: http://192.168.1.35/backup/bookstore
 
--> Testing: http://192.168.1.35/backup/boost_stats
 
--> Testing: http://192.168.1.35/backup/boot
 
--> Testing: http://192.168.1.35/backup/bot
 
--> Testing: http://192.168.1.35/backup/bots
 
--> Testing: http://192.168.1.35/backup/bottom
 
--> Testing: http://192.168.1.35/backup/bot-trap
 
--> Testing: http://192.168.1.35/backup/boutique
 
--> Testing: http://192.168.1.35/backup/box
 
--> Testing: http://192.168.1.35/backup/boxes
 
--> Testing: http://192.168.1.35/backup/br
 
--> Testing: http://192.168.1.35/backup/brand
 
--> Testing: http://192.168.1.35/backup/brands
 
--> Testing: http://192.168.1.35/backup/broadband
 
--> Testing: http://192.168.1.35/backup/brochure
 
--> Testing: http://192.168.1.35/backup/brochures
 
--> Testing: http://192.168.1.35/backup/broken
 
--> Testing: http://192.168.1.35/backup/broken_link
 
--> Testing: http://192.168.1.35/backup/broker
 
--> Testing: http://192.168.1.35/backup/browse
 
--> Testing: http://192.168.1.35/backup/browser
 
--> Testing: http://192.168.1.35/backup/Browser
 
--> Testing: http://192.168.1.35/backup/bs
 
--> Testing: http://192.168.1.35/backup/bsd
 
--> Testing: http://192.168.1.35/backup/bt
 
--> Testing: http://192.168.1.35/backup/bug
 
--> Testing: http://192.168.1.35/backup/bugs
 
--> Testing: http://192.168.1.35/backup/build
 
--> Testing: http://192.168.1.35/backup/BUILD
 
--> Testing: http://192.168.1.35/backup/builder
 
--> Testing: http://192.168.1.35/backup/buildr
 
--> Testing: http://192.168.1.35/backup/bulk
 
--> Testing: http://192.168.1.35/backup/bulksms
 
--> Testing: http://192.168.1.35/backup/bullet
 
--> Testing: http://192.168.1.35/backup/busca
 
--> Testing: http://192.168.1.35/backup/buscador
 
--> Testing: http://192.168.1.35/backup/buscar
 
--> Testing: http://192.168.1.35/backup/business
 
--> Testing: http://192.168.1.35/backup/Business
 
--> Testing: http://192.168.1.35/backup/button
 
--> Testing: http://192.168.1.35/backup/buttons
 
--> Testing: http://192.168.1.35/backup/buy
 
--> Testing: http://192.168.1.35/backup/buynow
 
--> Testing: http://192.168.1.35/backup/buyproduct
 
--> Testing: http://192.168.1.35/backup/bypass
 
--> Testing: http://192.168.1.35/backup/bz2
 
--> Testing: http://192.168.1.35/backup/c
 
--> Testing: http://192.168.1.35/backup/C
 
--> Testing: http://192.168.1.35/backup/ca
 
--> Testing: http://192.168.1.35/backup/cabinet
 
--> Testing: http://192.168.1.35/backup/cache
 
--> Testing: http://192.168.1.35/backup/cachemgr
 
--> Testing: http://192.168.1.35/backup/cachemgr.cgi
 
--> Testing: http://192.168.1.35/backup/caching
 
--> Testing: http://192.168.1.35/backup/cad
 
--> Testing: http://192.168.1.35/backup/cadmins
 
--> Testing: http://192.168.1.35/backup/cal
 
--> Testing: http://192.168.1.35/backup/calc
 
--> Testing: http://192.168.1.35/backup/calendar
 
--> Testing: http://192.168.1.35/backup/calendar_events
 
--> Testing: http://192.168.1.35/backup/calendar_sports
 
--> Testing: http://192.168.1.35/backup/calendarevents
 
--> Testing: http://192.168.1.35/backup/calendars
 
--> Testing: http://192.168.1.35/backup/calender
 
--> Testing: http://192.168.1.35/backup/call
 
--> Testing: http://192.168.1.35/backup/callback
 
--> Testing: http://192.168.1.35/backup/callee
 
--> Testing: http://192.168.1.35/backup/caller
 
--> Testing: http://192.168.1.35/backup/callin
 
--> Testing: http://192.168.1.35/backup/calling
 
--> Testing: http://192.168.1.35/backup/callout
 
--> Testing: http://192.168.1.35/backup/cam
 
--> Testing: http://192.168.1.35/backup/camel
 
--> Testing: http://192.168.1.35/backup/campaign
 
--> Testing: http://192.168.1.35/backup/campaigns
 
--> Testing: http://192.168.1.35/backup/can
 
--> Testing: http://192.168.1.35/backup/canada
 
--> Testing: http://192.168.1.35/backup/captcha
 
--> Testing: http://192.168.1.35/backup/car
 
--> Testing: http://192.168.1.35/backup/carbuyaction
 
--> Testing: http://192.168.1.35/backup/card
 
--> Testing: http://192.168.1.35/backup/cardinal
 
--> Testing: http://192.168.1.35/backup/cardinalauth
 
--> Testing: http://192.168.1.35/backup/cardinalform
 
--> Testing: http://192.168.1.35/backup/cards
 
--> Testing: http://192.168.1.35/backup/career
 
--> Testing: http://192.168.1.35/backup/careers
 
--> Testing: http://192.168.1.35/backup/carp
 
--> Testing: http://192.168.1.35/backup/carpet
 
--> Testing: http://192.168.1.35/backup/cars
 
--> Testing: http://192.168.1.35/backup/cart
 
--> Testing: http://192.168.1.35/backup/carthandler
 
--> Testing: http://192.168.1.35/backup/carts
 
--> Testing: http://192.168.1.35/backup/cas
 
--> Testing: http://192.168.1.35/backup/cases
 
--> Testing: http://192.168.1.35/backup/casestudies
 
--> Testing: http://192.168.1.35/backup/cash
 
--> Testing: http://192.168.1.35/backup/cat
 
--> Testing: http://192.168.1.35/backup/catalog
 
--> Testing: http://192.168.1.35/backup/catalog.wci
 
--> Testing: http://192.168.1.35/backup/catalogs
 
--> Testing: http://192.168.1.35/backup/catalogsearch
 
--> Testing: http://192.168.1.35/backup/catalogue
 
--> Testing: http://192.168.1.35/backup/catalyst
 
--> Testing: http://192.168.1.35/backup/catch
 
--> Testing: http://192.168.1.35/backup/categoria
 
--> Testing: http://192.168.1.35/backup/categories
 
--> Testing: http://192.168.1.35/backup/category
 
--> Testing: http://192.168.1.35/backup/catinfo
 
--> Testing: http://192.168.1.35/backup/cats
 
--> Testing: http://192.168.1.35/backup/cb
 
--> Testing: http://192.168.1.35/backup/cc
 
--> Testing: http://192.168.1.35/backup/ccbill
 
--> Testing: http://192.168.1.35/backup/ccount
 
--> Testing: http://192.168.1.35/backup/ccp14admin
 
--> Testing: http://192.168.1.35/backup/ccs
 
--> Testing: http://192.168.1.35/backup/cd
 
--> Testing: http://192.168.1.35/backup/cdrom
 
--> Testing: http://192.168.1.35/backup/centres
 
--> Testing: http://192.168.1.35/backup/cert
 
--> Testing: http://192.168.1.35/backup/certenroll
 
--> Testing: http://192.168.1.35/backup/certificate
 
--> Testing: http://192.168.1.35/backup/certificates
 
--> Testing: http://192.168.1.35/backup/certification
 
--> Testing: http://192.168.1.35/backup/certified
 
--> Testing: http://192.168.1.35/backup/certs
 
--> Testing: http://192.168.1.35/backup/certserver
 
--> Testing: http://192.168.1.35/backup/certsrv
 
--> Testing: http://192.168.1.35/backup/cf
 
--> Testing: http://192.168.1.35/backup/cfc
 
--> Testing: http://192.168.1.35/backup/cfcache
 
--> Testing: http://192.168.1.35/backup/cfdocs
 
--> Testing: http://192.168.1.35/backup/cfg
 
--> Testing: http://192.168.1.35/backup/cfide
 
--> Testing: http://192.168.1.35/backup/cfm
 
--> Testing: http://192.168.1.35/backup/cfusion
 
--> Testing: http://192.168.1.35/backup/cgi
 
--> Testing: http://192.168.1.35/backup/cgi_bin
 
--> Testing: http://192.168.1.35/backup/cgibin
 
--> Testing: http://192.168.1.35/backup/cgi-bin
 
--> Testing: http://192.168.1.35/backup/cgi-bin/
 
--> Testing: http://192.168.1.35/backup/cgi-bin2
 
--> Testing: http://192.168.1.35/backup/cgi-data
 
--> Testing: http://192.168.1.35/backup/cgi-exe
 
--> Testing: http://192.168.1.35/backup/cgi-home
 
--> Testing: http://192.168.1.35/backup/cgi-image
 
--> Testing: http://192.168.1.35/backup/cgi-local
 
--> Testing: http://192.168.1.35/backup/cgi-perl
 
--> Testing: http://192.168.1.35/backup/cgi-pub
 
--> Testing: http://192.168.1.35/backup/cgis
 
--> Testing: http://192.168.1.35/backup/cgi-script
 
--> Testing: http://192.168.1.35/backup/cgi-shl
 
--> Testing: http://192.168.1.35/backup/cgi-sys
 
--> Testing: http://192.168.1.35/backup/cgi-web
 
--> Testing: http://192.168.1.35/backup/cgi-win
 
--> Testing: http://192.168.1.35/backup/cgiwrap
 
--> Testing: http://192.168.1.35/backup/cgm-web
 
--> Testing: http://192.168.1.35/backup/ch
 
--> Testing: http://192.168.1.35/backup/chan
 
--> Testing: http://192.168.1.35/backup/change
 
--> Testing: http://192.168.1.35/backup/change_password
 
--> Testing: http://192.168.1.35/backup/changed
 
--> Testing: http://192.168.1.35/backup/changelog
 
--> Testing: http://192.168.1.35/backup/ChangeLog
 
--> Testing: http://192.168.1.35/backup/changepassword
 
--> Testing: http://192.168.1.35/backup/changepw
 
--> Testing: http://192.168.1.35/backup/changepwd
 
--> Testing: http://192.168.1.35/backup/changes
 
--> Testing: http://192.168.1.35/backup/channel
 
--> Testing: http://192.168.1.35/backup/charge
 
--> Testing: http://192.168.1.35/backup/charges
 
--> Testing: http://192.168.1.35/backup/chart
 
--> Testing: http://192.168.1.35/backup/charts
 
--> Testing: http://192.168.1.35/backup/chat
 
--> Testing: http://192.168.1.35/backup/chats
 
--> Testing: http://192.168.1.35/backup/check
 
--> Testing: http://192.168.1.35/backup/checking
 
--> Testing: http://192.168.1.35/backup/checkout
 
--> Testing: http://192.168.1.35/backup/checkout_iclear
 
--> Testing: http://192.168.1.35/backup/checkoutanon
 
--> Testing: http://192.168.1.35/backup/checkoutreview
 
--> Testing: http://192.168.1.35/backup/checkpoint
 
--> Testing: http://192.168.1.35/backup/checks
 
--> Testing: http://192.168.1.35/backup/child
 
--> Testing: http://192.168.1.35/backup/children
 
--> Testing: http://192.168.1.35/backup/china
 
--> Testing: http://192.168.1.35/backup/chk
 
--> Testing: http://192.168.1.35/backup/choosing
 
--> Testing: http://192.168.1.35/backup/chpasswd
 
--> Testing: http://192.168.1.35/backup/chpwd
 
--> Testing: http://192.168.1.35/backup/chris
 
--> Testing: http://192.168.1.35/backup/chrome
 
--> Testing: http://192.168.1.35/backup/cinema
 
--> Testing: http://192.168.1.35/backup/cisco
 
--> Testing: http://192.168.1.35/backup/cisweb
 
--> Testing: http://192.168.1.35/backup/cities
 
--> Testing: http://192.168.1.35/backup/citrix
 
--> Testing: http://192.168.1.35/backup/city
 
--> Testing: http://192.168.1.35/backup/ck
 
--> Testing: http://192.168.1.35/backup/ckeditor
 
--> Testing: http://192.168.1.35/backup/ckfinder
 
--> Testing: http://192.168.1.35/backup/cl
 
--> Testing: http://192.168.1.35/backup/claim
 
--> Testing: http://192.168.1.35/backup/claims
 
--> Testing: http://192.168.1.35/backup/class
 
--> Testing: http://192.168.1.35/backup/classes
 
--> Testing: http://192.168.1.35/backup/classic
 
--> Testing: http://192.168.1.35/backup/classified
 
--> Testing: http://192.168.1.35/backup/classifieds
 
--> Testing: http://192.168.1.35/backup/classroompages
 
--> Testing: http://192.168.1.35/backup/cleanup
 
--> Testing: http://192.168.1.35/backup/clear
 
--> Testing: http://192.168.1.35/backup/clearcookies
 
--> Testing: http://192.168.1.35/backup/clearpixel
 
--> Testing: http://192.168.1.35/backup/click
 
--> Testing: http://192.168.1.35/backup/clickheat
 
--> Testing: http://192.168.1.35/backup/clickout
 
--> Testing: http://192.168.1.35/backup/clicks
 
--> Testing: http://192.168.1.35/backup/client
 
--> Testing: http://192.168.1.35/backup/clientaccesspolicy
 
--> Testing: http://192.168.1.35/backup/clientapi
 
--> Testing: http://192.168.1.35/backup/clientes
 
--> Testing: http://192.168.1.35/backup/clients
 
--> Testing: http://192.168.1.35/backup/clientscript
 
--> Testing: http://192.168.1.35/backup/clipart
 
--> Testing: http://192.168.1.35/backup/clips
 
--> Testing: http://192.168.1.35/backup/clk
 
--> Testing: http://192.168.1.35/backup/clock
 
--> Testing: http://192.168.1.35/backup/close
 
--> Testing: http://192.168.1.35/backup/closed
 
--> Testing: http://192.168.1.35/backup/closing
 
--> Testing: http://192.168.1.35/backup/club
